begdate,enddate,pressconf,scheduled,document,url
9/12/1961,9/12/1961,0,1,Record of Policy Actions (246 KB PDF),/monetarypolicy/files/fomcropa19610912.pdf
10/3/1961,10/3/1961,0,1,Record of Policy Actions (245 KB PDF),/monetarypolicy/files/fomcropa19611003.pdf
10/24/1961,10/24/1961,0,1,Record of Policy Actions (247 KB PDF),/monetarypolicy/files/fomcropa19611024.pdf
11/14/1961,11/14/1961,0,1,Record of Policy Actions (343 KB PDF),/monetarypolicy/files/fomcropa19611114.pdf
12/5/1961,12/5/1961,0,1,Record of Policy Actions (248 KB PDF),/monetarypolicy/files/fomcropa19611205.pdf
12/19/1961,12/19/1961,0,1,Record of Policy Actions (646 KB PDF),/monetarypolicy/files/fomcropa19611219.pdf
1/9/1962,1/9/1962,0,1,Record of Policy Actions (429 KB PDF),/monetarypolicy/files/fomcropa19620109.pdf
1/23/1962,1/23/1962,0,1,Record of Policy Actions (334 KB PDF),/monetarypolicy/files/fomcropa19620123.pdf
2/13/1962,2/13/1962,0,1,Record of Policy Actions (699 KB PDF),/monetarypolicy/files/fomcropa19620213.pdf
3/6/1962,3/6/1962,0,1,Record of Policy Actions (528 KB PDF),/monetarypolicy/files/fomcropa19620306.pdf
3/27/1962,3/27/1962,0,1,Record of Policy Actions (338 KB PDF),/monetarypolicy/files/fomcropa19620327.pdf
4/17/1962,4/17/1962,0,1,Record of Policy Actions (428 KB PDF),/monetarypolicy/files/fomcropa19620417.pdf
5/8/1962,5/8/1962,0,1,Record of Policy Actions (328 KB PDF),/monetarypolicy/files/fomcropa19620508.pdf
5/29/1962,5/29/1962,0,1,Record of Policy Actions (324 KB PDF),/monetarypolicy/files/fomcropa19620529.pdf
6/19/1962,6/19/1962,0,1,Record of Policy Actions (405 KB PDF),/monetarypolicy/files/fomcropa19620619.pdf
6/21/1962,6/21/1962,0,0,Record of Policy Actions (229 KB PDF),/monetarypolicy/files/fomcropa19620621.pdf
7/10/1962,7/10/1962,0,1,Record of Policy Actions (409 KB PDF),/monetarypolicy/files/fomcropa19620710.pdf
7/31/1962,7/31/1962,0,1,Record of Policy Actions (426 KB PDF),/monetarypolicy/files/fomcropa19620731.pdf
8/21/1962,8/21/1962,0,1,Record of Policy Actions (337 KB PDF),/monetarypolicy/files/fomcropa19620821.pdf
9/11/1962,9/11/1962,0,1,Record of Policy Actions (336 KB PDF),/monetarypolicy/files/fomcropa19620911.pdf
10/2/1962,10/2/1962,0,1,Record of Policy Actions (422 KB PDF),/monetarypolicy/files/fomcropa19621002.pdf
10/23/1962,10/23/1962,0,1,Record of Policy Actions (325 KB PDF),/monetarypolicy/files/fomcropa19621023.pdf
11/13/1962,11/13/1962,0,1,Record of Policy Actions (423 KB PDF),/monetarypolicy/files/fomcropa19621113.pdf
12/4/1962,12/4/1962,0,1,Record of Policy Actions (323 KB PDF),/monetarypolicy/files/fomcropa19621204.pdf
12/18/1962,12/18/1962,0,1,Record of Policy Actions (370 KB PDF),/monetarypolicy/files/fomcropa19621218.pdf
1/8/1963,1/8/1963,0,1,Record of Policy Actions (310 KB PDF),/monetarypolicy/files/fomcropa19630108.pdf
1/29/1963,1/29/1963,0,1,Record of Policy Actions (314 KB PDF),/monetarypolicy/files/fomcropa19630129.pdf
2/12/1963,2/12/1963,0,1,Record of Policy Actions (240 KB PDF),/monetarypolicy/files/fomcropa19630212.pdf
3/5/1963,3/5/1963,0,1,Record of Policy Actions (313 KB PDF),/monetarypolicy/files/fomcropa19630305.pdf
3/26/1963,3/26/1963,0,1,Record of Policy Actions (316 KB PDF),/monetarypolicy/files/fomcropa19630326.pdf
4/16/1963,4/16/1963,0,1,Record of Policy Actions (237 KB PDF),/monetarypolicy/files/fomcropa19630416.pdf
5/7/1963,5/7/1963,0,1,Record of Policy Actions (245 KB PDF),/monetarypolicy/files/fomcropa19630507.pdf
5/28/1963,5/28/1963,0,1,Record of Policy Actions (413 KB PDF),/monetarypolicy/files/fomcropa19630528.pdf
6/18/1963,6/18/1963,0,1,Record of Policy Actions (237 KB PDF),/monetarypolicy/files/fomcropa19630618.pdf
7/9/1963,7/9/1963,0,1,Record of Policy Actions (332 KB PDF),/monetarypolicy/files/fomcropa19630709.pdf
7/30/1963,7/30/1963,0,1,Record of Policy Actions (328 KB PDF),/monetarypolicy/files/fomcropa19630730.pdf
8/20/1963,8/20/1963,0,1,Record of Policy Actions (237 KB PDF),/monetarypolicy/files/fomcropa19630820.pdf
9/10/1963,9/10/1963,0,1,Record of Policy Actions (316 KB PDF),/monetarypolicy/files/fomcropa19630910.pdf
10/1/1963,10/1/1963,0,1,Record of Policy Actions (393 KB PDF),/monetarypolicy/files/fomcropa19631001.pdf
10/22/1963,10/22/1963,0,1,Record of Policy Actions (318 KB PDF),/monetarypolicy/files/fomcropa19631022.pdf
11/12/1963,11/12/1963,0,1,Record of Policy Actions (405 KB PDF),/monetarypolicy/files/fomcropa19631112.pdf
11/26/1963,11/26/1963,0,0,Record of Policy Actions (153 KB PDF),/monetarypolicy/files/fomcropa19631126.pdf
12/3/1963,12/3/1963,0,1,Record of Policy Actions (316 KB PDF),/monetarypolicy/files/fomcropa19631203.pdf
12/17/1963,12/17/1963,0,1,Record of Policy Actions (225 KB PDF),/monetarypolicy/files/fomcropa19631217.pdf
1/7/1964,1/7/1964,0,1,Record of Policy Actions (316 KB PDF),/monetarypolicy/files/fomcropa19640107.pdf
1/28/1964,1/28/1964,0,1,Record of Policy Actions (230 KB PDF),/monetarypolicy/files/fomcropa19640128.pdf
2/11/1964,2/11/1964,0,1,Record of Policy Actions (324 KB PDF),/monetarypolicy/files/fomcropa19640211.pdf
3/3/1964,3/3/1964,0,1,Record of Policy Actions (416 KB PDF),/monetarypolicy/files/fomcropa19640303.pdf
3/24/1964,3/24/1964,0,1,Record of Policy Actions (237 KB PDF),/monetarypolicy/files/fomcropa19640324.pdf
4/14/1964,4/14/1964,0,1,Record of Policy Actions (242 KB PDF),/monetarypolicy/files/fomcropa19640414.pdf
5/5/1964,5/5/1964,0,1,Record of Policy Actions (236 KB PDF),/monetarypolicy/files/fomcropa19640505.pdf
5/26/1964,5/26/1964,0,1,Record of Policy Actions (233 KB PDF),/monetarypolicy/files/fomcropa19640526.pdf
6/17/1964,6/17/1964,0,1,Record of Policy Actions (331 KB PDF),/monetarypolicy/files/fomcropa19640617.pdf
7/7/1964,7/7/1964,0,1,Record of Policy Actions (236 KB PDF),/monetarypolicy/files/fomcropa19640707.pdf
7/28/1964,7/28/1964,0,1,Record of Policy Actions (236 KB PDF),/monetarypolicy/files/fomcropa19640728.pdf
8/18/1964,8/18/1964,0,1,Record of Policy Actions (336 KB PDF),/monetarypolicy/files/fomcropa19640818.pdf
9/8/1964,9/8/1964,0,1,Record of Policy Actions (236 KB PDF),/monetarypolicy/files/fomcropa19640908.pdf
9/29/1964,9/29/1964,0,1,Record of Policy Actions (324 KB PDF),/monetarypolicy/files/fomcropa19640929.pdf
10/20/1964,10/20/1964,0,1,Record of Policy Actions (383 KB PDF),/monetarypolicy/files/fomcropa19641020.pdf
11/10/1964,11/10/1964,0,1,Record of Policy Actions (302 KB PDF),/monetarypolicy/files/fomcropa19641110.pdf
11/24/1964,11/24/1964,0,0,Record of Policy Actions (217 KB PDF),/monetarypolicy/files/fomcropa19641124.pdf
12/1/1964,12/1/1964,0,1,Record of Policy Actions (238 KB PDF),/monetarypolicy/files/fomcropa19641201.pdf
12/15/1964,12/15/1964,0,1,Record of Policy Actions (338 KB PDF),/monetarypolicy/files/fomcropa19641215.pdf
1/12/1965,1/12/1965,0,1,Record of Policy Actions (300 KB PDF),/monetarypolicy/files/fomcropa19650112.pdf
2/2/1965,2/2/1965,0,1,Record of Policy Actions (304 KB PDF),/monetarypolicy/files/fomcropa19650202.pdf
3/2/1965,3/2/1965,0,1,Record of Policy Actions (485 KB PDF),/monetarypolicy/files/fomcropa19650302.pdf
3/23/1965,3/23/1965,0,1,Record of Policy Actions (391 KB PDF),/monetarypolicy/files/fomcropa19650323.pdf
4/13/1965,4/13/1965,0,1,Record of Policy Actions (224 KB PDF),/monetarypolicy/files/fomcropa19650413.pdf
5/11/1965,5/11/1965,0,1,Record of Policy Actions (314 KB PDF),/monetarypolicy/files/fomcropa19650511.pdf
5/25/1965,5/25/1965,0,1,Record of Policy Actions (232 KB PDF),/monetarypolicy/files/fomcropa19650525.pdf
6/15/1965,6/15/1965,0,1,Record of Policy Actions (323 KB PDF),/monetarypolicy/files/fomcropa19650615.pdf
7/13/1965,7/13/1965,0,1,Record of Policy Actions (316 KB PDF),/monetarypolicy/files/fomcropa19650713.pdf
8/10/1965,8/10/1965,0,1,Record of Policy Actions (300 KB PDF),/monetarypolicy/files/fomcropa19650810.pdf
8/31/1965,8/31/1965,0,1,Record of Policy Actions (295 KB PDF),/monetarypolicy/files/fomcropa19650831.pdf
9/8/1965,9/8/1965,0,0,Record of Policy Actions (128 KB PDF),/monetarypolicy/files/fomcropa19650908.pdf
9/28/1965,9/28/1965,0,1,Record of Policy Actions (379 KB PDF),/monetarypolicy/files/fomcropa19650928.pdf
10/12/1965,10/12/1965,0,1,Record of Policy Actions (312 KB PDF),/monetarypolicy/files/fomcropa19651012.pdf
11/2/1965,11/2/1965,0,1,Record of Policy Actions (225 KB PDF),/monetarypolicy/files/fomcropa19651102.pdf
11/4/1965,11/4/1965,0,0,"Record of Policy Actions: see November 23, 1965 Record",NA
11/23/1965,11/23/1965,0,1,Record of Policy Actions (408 KB PDF),/monetarypolicy/files/fomcropa19651123.pdf
12/14/1965,12/14/1965,0,1,Record of Policy Actions (318 KB PDF),/monetarypolicy/files/fomcropa19651214.pdf
1/11/1966,1/11/1966,0,1,Record of Policy Actions (381 KB PDF),/monetarypolicy/files/fomcropa19660111.pdf
2/8/1966,2/8/1966,0,1,Record of Policy Actions (378 KB PDF),/monetarypolicy/files/fomcropa19660208.pdf
3/1/1966,3/1/1966,0,1,Record of Policy Actions (364 KB PDF),/monetarypolicy/files/fomcropa19660301.pdf
3/22/1966,3/22/1966,0,1,Record of Policy Actions (364 KB PDF),/monetarypolicy/files/fomcropa19660322.pdf
4/12/1966,4/12/1966,0,1,Record of Policy Actions (360 KB PDF),/monetarypolicy/files/fomcropa19660412.pdf
5/10/1966,5/10/1966,0,1,Record of Policy Actions (460 KB PDF),/monetarypolicy/files/fomcropa19660510.pdf
6/7/1966,6/7/1966,0,1,Record of Policy Actions (633 KB PDF),/monetarypolicy/files/fomcropa19660607.pdf
6/28/1966,6/28/1966,0,1,Record of Policy Actions (467 KB PDF),/monetarypolicy/files/fomcropa19660628.pdf
7/11/1966,7/11/1966,0,0,"Record of Policy Actions: see July 26, 1966 Record",NA
7/26/1966,7/26/1966,0,1,Record of Policy Actions (375 KB PDF),/monetarypolicy/files/fomcropa19660726.pdf
8/23/1966,8/23/1966,0,1,Record of Policy Actions (485 KB PDF),/monetarypolicy/files/fomcropa19660823.pdf
9/13/1966,9/13/1966,0,1,Record of Policy Actions (454 KB PDF),/monetarypolicy/files/fomcropa19660913.pdf
10/4/1966,10/4/1966,0,1,Record of Policy Actions (357 KB PDF),/monetarypolicy/files/fomcropa19661004.pdf
11/1/1966,11/1/1966,0,1,Record of Policy Actions (474 KB PDF),/monetarypolicy/files/fomcropa19661101.pdf
11/22/1966,11/22/1966,0,1,Record of Policy Actions (371 KB PDF),/monetarypolicy/files/fomcropa19661122.pdf
12/13/1966,12/13/1966,0,1,Record of Policy Actions (439 KB PDF),/monetarypolicy/files/fomcropa19661213.pdf
1/10/1967,1/10/1967,0,1,Record of Policy Actions (2.09 MB PDF),/monetarypolicy/files/fomcropa19670110.pdf
2/7/1967,2/7/1967,0,1,Record of Policy Actions (2.09 MB PDF),/monetarypolicy/files/fomcropa19670207.pdf
3/7/1967,3/7/1967,0,1,Record of Policy Actions (2.09 MB PDF),/monetarypolicy/files/fomcropa19670307.pdf
4/4/1967,4/4/1967,0,1,Record of Policy Actions (2.09 MB PDF),/monetarypolicy/files/fomcropa19670404.pdf
5/2/1967,5/2/1967,0,1,Record of Policy Actions (322 KB PDF),/monetarypolicy/files/fomcropa19670502.pdf
5/23/1967,5/23/1967,0,1,Record of Policy Actions (430 KB PDF),/monetarypolicy/files/fomcropa19670523.pdf
6/20/1967,6/20/1967,0,1,Record of Policy Actions (365 KB PDF),/monetarypolicy/files/fomcropa19670620.pdf
7/18/1967,7/18/1967,0,1,Record of Policy Actions (518 KB PDF),/monetarypolicy/files/fomcropa19670718.pdf
8/15/1967,8/15/1967,0,1,Record of Policy Actions (351 KB PDF),/monetarypolicy/files/fomcropa19670815.pdf
9/12/1967,9/12/1967,0,1,Record of Policy Actions (387 KB PDF),/monetarypolicy/files/fomcropa19670912.pdf
10/3/1967,10/3/1967,0,1,Record of Policy Actions (319 KB PDF),/monetarypolicy/files/fomcropa19671003.pdf
10/24/1967,10/24/1967,0,1,Record of Policy Actions (326 KB PDF),/monetarypolicy/files/fomcropa19671024.pdf
11/14/1967,11/14/1967,0,1,Record of Policy Actions (447 KB PDF),/monetarypolicy/files/fomcropa19671114.pdf
11/27/1967,11/27/1967,0,1,Record of Policy Actions (556 KB PDF),/monetarypolicy/files/fomcropa19671127.pdf
12/12/1967,12/12/1967,0,1,Record of Policy Actions (429 KB PDF),/monetarypolicy/files/fomcropa19671212.pdf
1/9/1968,1/9/1968,0,1,Record of Policy Actions (484 KB PDF),/monetarypolicy/files/fomcropa19680109.pdf
2/6/1968,2/6/1968,0,1,Record of Policy Actions (297 KB PDF),/monetarypolicy/files/fomcropa19680206.pdf
3/5/1968,3/5/1968,0,1,Record of Policy Actions (450 KB PDF),/monetarypolicy/files/fomcropa19680305.pdf
3/14/1968,3/14/1968,0,0,Record of Policy Actions (224 KB PDF),/monetarypolicy/files/fomcropa19680314.pdf
4/2/1968,4/2/1968,0,1,Record of Policy Actions (375 KB PDF),/monetarypolicy/files/fomcropa19680402.pdf
4/19/1968,4/19/1968,0,0,Record of Policy Actions (81 KB PDF),/monetarypolicy/files/fomcropa19680419.pdf
4/30/1968,4/30/1968,0,1,Record of Policy Actions (453 KB PDF),/monetarypolicy/files/fomcropa19680430.pdf
5/28/1968,5/28/1968,0,1,Record of Policy Actions (390 KB PDF),/monetarypolicy/files/fomcropa19680528.pdf
6/18/1968,6/18/1968,0,1,Record of Policy Actions (355 KB PDF),/monetarypolicy/files/fomcropa19680618.pdf
7/16/1968,7/16/1968,0,1,Record of Policy Actions (617 KB PDF),/monetarypolicy/files/fomcropa19680716.pdf
8/13/1968,8/13/1968,0,1,Record of Policy Actions (369 KB PDF),/monetarypolicy/files/fomcropa19680813.pdf
8/19/1968,8/19/1968,0,0,Record of Policy Actions (115 KB PDF),/monetarypolicy/files/fomcropa19680819.pdf
9/10/1968,9/10/1968,0,1,Record of Policy Actions (362 KB PDF),/monetarypolicy/files/fomcropa19680910.pdf
10/8/1968,10/8/1968,0,1,Record of Policy Actions (484 KB PDF),/monetarypolicy/files/fomcropa19681008.pdf
10/29/1968,10/29/1968,0,1,Record of Policy Actions (342 KB PDF),/monetarypolicy/files/fomcropa19681029.pdf
11/26/1968,11/26/1968,0,1,Record of Policy Actions (822 KB PDF),/monetarypolicy/files/fomcropa19681126.pdf
12/17/1968,12/17/1968,0,1,Record of Policy Actions (822 KB PDF),/monetarypolicy/files/fomcropa19681217.pdf
1/14/1969,1/14/1969,0,1,Record of Policy Actions (451 KB PDF),/monetarypolicy/files/fomcropa19690114.pdf
2/4/1969,2/4/1969,0,1,Record of Policy Actions (351 KB PDF),/monetarypolicy/files/fomcropa19690204.pdf
3/4/1969,3/4/1969,0,1,Record of Policy Actions (565 KB PDF),/monetarypolicy/files/fomcropa19690304.pdf
4/1/1969,4/1/1969,0,1,Record of Policy Actions (416 KB PDF),/monetarypolicy/files/fomcropa19690401.pdf
4/29/1969,4/29/1969,0,1,Record of Policy Actions (457 KB PDF),/monetarypolicy/files/fomcropa19690429.pdf
5/27/1969,5/27/1969,0,1,Record of Policy Actions (500 KB PDF),/monetarypolicy/files/fomcropa19690527.pdf
6/24/1969,6/24/1969,0,1,Record of Policy Actions (463 KB PDF),/monetarypolicy/files/fomcropa19690624.pdf
7/15/1969,7/15/1969,0,1,Record of Policy Actions (476 KB PDF),/monetarypolicy/files/fomcropa19690715.pdf
8/12/1969,8/12/1969,0,1,Record of Policy Actions (497 KB PDF),/monetarypolicy/files/fomcropa19690812.pdf
9/9/1969,9/9/1969,0,1,Record of Policy Actions (534 KB PDF),/monetarypolicy/files/fomcropa19690909.pdf
10/7/1969,10/7/1969,0,1,Record of Policy Actions (660 KB PDF),/monetarypolicy/files/fomcropa19691007.pdf
10/28/1969,10/28/1969,0,1,Record of Policy Actions (340 KB PDF),/monetarypolicy/files/fomcropa19691028.pdf
11/25/1969,11/25/1969,0,1,Record of Policy Actions (690 KB PDF),/monetarypolicy/files/fomcropa19691125.pdf
12/16/1969,12/16/1969,0,1,Record of Policy Actions (690 KB PDF),/monetarypolicy/files/fomcropa19691216.pdf
1/15/1970,1/15/1970,0,1,Record of Policy Actions (423 KB PDF),/monetarypolicy/files/fomcropa19700115.pdf
2/10/1970,2/10/1970,0,1,Record of Policy Actions (458 KB PDF),/monetarypolicy/files/fomcropa19700210.pdf
3/10/1970,3/10/1970,0,1,Record of Policy Actions (500 KB PDF),/monetarypolicy/files/fomcropa19700310.pdf
4/7/1970,4/7/1970,0,1,Record of Policy Actions (401 KB PDF),/monetarypolicy/files/fomcropa19700407.pdf
5/5/1970,5/5/1970,0,1,Record of Policy Actions (379 KB PDF),/monetarypolicy/files/fomcropa19700505.pdf
5/26/1970,5/26/1970,0,1,Record of Policy Actions (307 KB PDF),/monetarypolicy/files/fomcropa19700526.pdf
6/23/1970,6/23/1970,0,1,Record of Policy Actions (342 KB PDF),/monetarypolicy/files/fomcropa19700623.pdf
7/21/1970,7/21/1970,0,1,Record of Policy Actions (396 KB PDF),/monetarypolicy/files/fomcropa19700721.pdf
8/18/1970,8/18/1970,0,1,Record of Policy Actions (425 KB PDF),/monetarypolicy/files/fomcropa19700818.pdf
9/15/1970,9/15/1970,0,1,Record of Policy Actions (398 KB PDF),/monetarypolicy/files/fomcropa19700915.pdf
10/20/1970,10/20/1970,0,1,Record of Policy Actions (382 KB PDF),/monetarypolicy/files/fomcropa19701020.pdf
11/17/1970,11/17/1970,0,1,Record of Policy Actions (465 KB PDF),/monetarypolicy/files/fomcropa19701117.pdf
12/15/1970,12/15/1970,0,1,Record of Policy Actions (415 KB PDF),/monetarypolicy/files/fomcropa19701215.pdf
1/12/1971,1/12/1971,0,1,Record of Policy Actions (433 KB PDF),/monetarypolicy/files/fomcropa19710112.pdf
2/9/1971,2/9/1971,0,1,Record of Policy Actions (424 KB PDF),/monetarypolicy/files/fomcropa19710209.pdf
3/9/1971,3/9/1971,0,1,Record of Policy Actions (530 KB PDF),/monetarypolicy/files/fomcropa19710309.pdf
4/6/1971,4/6/1971,0,1,Record of Policy Actions (469 KB PDF),/monetarypolicy/files/fomcropa19710406.pdf
5/11/1971,5/11/1971,0,1,Record of Policy Actions (489 KB PDF),/monetarypolicy/files/fomcropa19710511.pdf
6/8/1971,6/8/1971,0,1,Record of Policy Actions (438 KB PDF),/monetarypolicy/files/fomcropa19710608.pdf
6/29/1971,6/29/1971,0,1,Record of Policy Actions (411 KB PDF),/monetarypolicy/files/fomcropa19710629.pdf
7/27/1971,7/27/1971,0,1,Record of Policy Actions (347 KB PDF),/monetarypolicy/files/fomcropa19710727.pdf
8/24/1971,8/24/1971,0,1,Record of Policy Actions (556 KB PDF),/monetarypolicy/files/fomcropa19710824.pdf
9/21/1971,9/21/1971,0,1,Record of Policy Actions (353 KB PDF),/monetarypolicy/files/fomcropa19710921.pdf
10/19/1971,10/19/1971,0,1,Record of Policy Actions (399 KB PDF),/monetarypolicy/files/fomcropa19711019.pdf
11/16/1971,11/16/1971,0,1,Record of Policy Actions (366 KB PDF),/monetarypolicy/files/fomcropa19711116.pdf
12/14/1971,12/14/1971,0,1,Record of Policy Actions (464 KB PDF),/monetarypolicy/files/fomcropa19711214.pdf
1/11/1972,1/11/1972,0,1,Record of Policy Actions (408 KB PDF),/monetarypolicy/files/fomcropa19720111.pdf
2/14/1972,2/14/1972,0,1,Memoranda of Discussion (1.75 MB PDF),/monetarypolicy/files/fomcmod19720214.pdf
2/15/1972,2/15/1972,0,1,Record of Policy Actions (473 KB PDF),/monetarypolicy/files/fomcropa19720215.pdf
3/21/1972,3/21/1972,0,1,Record of Policy Actions (465 KB PDF),/monetarypolicy/files/fomcropa19720321.pdf
4/17/1972,4/17/1972,0,1,Minutes of Actions (99 KB PDF),/monetarypolicy/files/fomcmoa19720417.pdf
4/18/1972,4/18/1972,0,1,Record of Policy Actions (499 KB PDF),/monetarypolicy/files/fomcropa19720418.pdf
5/23/1972,5/23/1972,0,1,Record of Policy Actions (342 KB PDF),/monetarypolicy/files/fomcropa19720523.pdf
6/19/1972,6/20/1972,0,1,Record of Policy Actions (374 KB PDF),/monetarypolicy/files/fomcropa19720620.pdf
7/18/1972,7/18/1972,0,1,Record of Policy Actions (338 KB PDF),/monetarypolicy/files/fomcropa19720718.pdf
8/15/1972,8/15/1972,0,1,Record of Policy Actions (331 KB PDF),/monetarypolicy/files/fomcropa19720815.pdf
9/19/1972,9/19/1972,0,1,Record of Policy Actions (388 KB PDF),/monetarypolicy/files/fomcropa19720919.pdf
10/17/1972,10/17/1972,0,1,Record of Policy Actions (310 KB PDF),/monetarypolicy/files/fomcropa19721017.pdf
11/20/1972,11/21/1972,0,1,Record of Policy Actions (358 KB PDF),/monetarypolicy/files/fomcropa19721121.pdf
12/19/1972,12/19/1972,0,1,Record of Policy Actions (328 KB PDF),/monetarypolicy/files/fomcropa19721219.pdf
1/16/1973,1/16/1973,0,1,Record of Policy Actions (370 KB PDF),/monetarypolicy/files/fomcropa19730116.pdf
2/13/1973,2/13/1973,0,1,Record of Policy Actions (394 KB PDF),/monetarypolicy/files/fomcropa19730213.pdf
3/7/1973,3/7/1973,0,0,Memoranda of Discussion (625 KB PDF),/monetarypolicy/files/fomcmod19730307.pdf
3/19/1973,3/20/1973,0,1,Record of Policy Actions (577 KB PDF),/monetarypolicy/files/fomcropa19730320.pdf
4/17/1973,4/17/1973,0,1,Record of Policy Actions (425 KB PDF),/monetarypolicy/files/fomcropa19730417.pdf
5/15/1973,5/15/1973,0,1,Record of Policy Actions (392 KB PDF),/monetarypolicy/files/fomcropa19730515.pdf
6/18/1973,6/19/1973,0,1,Record of Policy Actions (520 KB PDF),/monetarypolicy/files/fomcropa19730619.pdf
7/9/1973,7/9/1973,0,0,Minutes of Actions (87 KB PDF),/monetarypolicy/files/fomcmoa19730709.pdf
7/17/1973,7/17/1973,0,1,Record of Policy Actions (407 KB PDF),/monetarypolicy/files/fomcropa19730717.pdf
8/21/1973,8/21/1973,0,1,Record of Policy Actions (401 KB PDF),/monetarypolicy/files/fomcropa19730821.pdf
9/18/1973,9/18/1973,0,1,Record of Policy Actions (489 KB PDF),/monetarypolicy/files/fomcropa19730918.pdf
10/2/1973,10/2/1973,0,0,"Record of Policy Actions: see October 16, 1973 Record",NA
10/10/1973,10/10/1973,0,0,"Record of Policy Actions: see October 16, 1973 Record",NA
10/16/1973,10/16/1973,0,1,Record of Policy Actions (474 KB PDF),/monetarypolicy/files/fomcropa19731016.pdf
11/19/1973,11/20/1973,0,1,Record of Policy Actions (463 KB PDF),/monetarypolicy/files/fomcropa19731120.pdf
12/17/1973,12/18/1973,0,1,Record of Policy Actions (550 KB PDF),/monetarypolicy/files/fomcropa19731218.pdf
1/21/1974,1/22/1974,0,1,Record of Policy Actions (631 KB PDF),/monetarypolicy/files/fomcropa19740122.pdf
2/20/1974,2/20/1974,0,1,Record of Policy Actions (519 KB PDF),/monetarypolicy/files/fomcropa19740220.pdf
3/18/1974,3/19/1974,0,1,Record of Policy Actions (968 KB PDF),/monetarypolicy/files/fomcropa19740319.pdf
4/15/1974,4/16/1974,0,1,Record of Policy Actions (567 KB PDF),/monetarypolicy/files/fomcropa19740416.pdf
5/21/1974,5/21/1974,0,1,Record of Policy Actions (526 KB PDF),/monetarypolicy/files/fomcropa19740521.pdf
6/18/1974,6/18/1974,0,1,Record of Policy Actions (625 KB PDF),/monetarypolicy/files/fomcropa19740618.pdf
7/5/1974,7/5/1974,0,0,"Record of Policy Actions: see July 16, 1974 Record",NA
7/16/1974,7/16/1974,0,1,Record of Policy Actions (737 KB PDF),/monetarypolicy/files/fomcropa19740716.pdf
8/20/1974,8/20/1974,0,1,Record of Policy Actions (480 KB PDF),/monetarypolicy/files/fomcropa19740820.pdf
9/10/1974,9/10/1974,0,1,Record of Policy Actions (519 KB PDF),/monetarypolicy/files/fomcropa19740910.pdf
10/14/1974,10/15/1974,0,1,Record of Policy Actions (579 KB PDF),/monetarypolicy/files/fomcropa19741015.pdf
11/19/1974,11/19/1974,0,1,Record of Policy Actions (512 KB PDF),/monetarypolicy/files/fomcropa19741119.pdf
12/16/1974,12/17/1974,0,1,Record of Policy Actions (385 KB PDF),/monetarypolicy/files/fomcropa19741217.pdf
1/20/1975,1/21/1975,0,1,Record of Policy Actions (634 KB PDF),/monetarypolicy/files/fomcropa19750121.pdf
2/19/1975,2/19/1975,0,1,Record of Policy Actions (511 KB PDF),/monetarypolicy/files/fomcropa19750219.pdf
3/18/1975,3/18/1975,0,1,Record of Policy Actions (463 KB PDF),/monetarypolicy/files/fomcropa19750318.pdf
4/14/1975,4/15/1975,0,1,Record of Policy Actions (505 KB PDF),/monetarypolicy/files/fomcropa19750415.pdf
5/20/1975,5/20/1975,0,1,Record of Policy Actions (489 KB PDF),/monetarypolicy/files/fomcropa19750520.pdf
6/16/1975,6/17/1975,0,1,Record of Policy Actions (587 KB PDF),/monetarypolicy/files/fomcropa19750617.pdf
7/15/1975,7/15/1975,0,1,Record of Policy Actions (465 KB PDF),/monetarypolicy/files/fomcropa19750715.pdf
8/19/1975,8/19/1975,0,1,Record of Policy Actions (566 KB PDF),/monetarypolicy/files/fomcropa19750819.pdf
9/16/1975,9/16/1975,0,1,Record of Policy Actions (526 KB PDF),/monetarypolicy/files/fomcropa19750916.pdf
10/21/1975,10/21/1975,0,1,Record of Policy Actions (490 KB PDF),/monetarypolicy/files/fomcropa19751021.pdf
11/18/1975,11/18/1975,0,1,Record of Policy Actions (477 KB PDF),/monetarypolicy/files/fomcropa19751118.pdf
12/16/1975,12/16/1975,0,1,Record of Policy Actions (472 KB PDF),/monetarypolicy/files/fomcropa19751216.pdf
1/20/1976,1/20/1976,0,1,Record of Policy Actions (460 KB PDF),/monetarypolicy/files/fomcropa19760120.pdf
2/17/1976,2/18/1976,0,1,Record of Policy Actions (439 KB PDF),/monetarypolicy/files/fomcropa19760218.pdf
3/15/1976,3/16/1976,0,1,Record of Policy Actions (429 KB PDF),/monetarypolicy/files/fomcropa19760316.pdf
3/29/1976,3/29/1976,0,1,"Record of Policy Actions: see April 20, 1976 Record",NA
4/20/1976,4/20/1976,0,1,Record of Policy Actions (579 KB PDF),/monetarypolicy/files/fomcropa19760420.pdf
5/18/1976,5/18/1976,0,1,Record of Policy Actions (731 KB PDF),/monetarypolicy/files/fomcropa19760518.pdf
6/22/1976,6/22/1976,0,1,Record of Policy Actions (686 KB PDF),/monetarypolicy/files/fomcropa19760622.pdf
7/19/1976,7/20/1976,0,1,Record of Policy Actions (856 KB PDF),/monetarypolicy/files/fomcropa19760720.pdf
8/17/1976,8/17/1976,0,1,Record of Policy Actions (777 KB PDF),/monetarypolicy/files/fomcropa19760817.pdf
9/21/1976,9/21/1976,0,1,Record of Policy Actions (799 KB PDF),/monetarypolicy/files/fomcropa19760921.pdf
